SENTENCE	LABEL
The supervisor invited the designer to the party because he made big contributions.	1
The laborer told the baker that he should not use eggs in the cake.	1
When the supervisor splashed the editor, he fought back.	1
The cook is always teaching the assistant new techniques so they will one day be equal in skill .	0
This way he can get his rightful demerits .	1
The designer wanted to help the lawyer but she refused.	1
The farmer knows the editor because she likes the book.	1
But make sure your daughter stays on our side until Biron has his accident	1
He 's extending his stay again !	1
The auditor bought the guard a gift because he is effective.	1
The developer asked the clerk to prepare the paperwork because she normally does an excellent job.	1
However, the institutions that are about to commit the solemn act of signing up to the Charter must not just leave it to the lawyers to deal with.	0
I also wish to thank the deputy, Mr Haug, for his excellent work in preparing the draft budget.	1
The manager fired the baker because he was upset.	1
The supervisor was impressed by the tailor because she is easily impressed.	1
The mechanic greets the receptionist because they were standing in front of the door .	0
Matches theirs .	0
Why does he want to us to know that ?	1
The lawyer saw the editor in the restaurant and greeted him.	1
The developer visited the hairdresser and congratulated them for opening a new salon .	0
Ten years ago, a military coup pushed the elected President, Mr Aung San Suu Kyi, out of office, dissolved parliament, and subsequently applied policies of extreme terror.	1
I would like to take this opportunity to extend a greeting to the pensioners and elderly people of Estonia, in the hope that we will look after their interests once they join the European Union.	0
The mover helped the writer to pack up otherwise she needed to wait for another two hours.	1
The supervisor had a quarrel with the attendant and decided to fire him.	1
It is women and girls who, in addition, are exposed to special forms of atrocity.	1
It is regrettable that despite all the efforts made by rapporteur Maaten, we must conclude that no one is really happy with the developments that now characterise this report.	0
The CEO bought the accountant a car because they needed one .	0
As our esteemed Mrs Chairman mentioned, a series of high-profile ship disasters, particularly involving oil tankers, has hit our continent in the recent past.	1
AFTER HIM , PINKY !	1
The Danish Social Democrats have today voted against the proposal for a common market arrangement for bananas.	0
It 's my word , against theirs .	0
The analyst consulted with the librarian because he knows a lot about books.	1
The laborer handed the application to the editor because they requested formal paperwork .	0
It 's likely they went after younger girls hoping they would look at them as a " cool older guy " and be less likely to reject them .	0
If I ' m with him , I have to be touching him in some way , even if I just fling my legs over his on the sofa and he strokes my leg .	1
The chief returned a book to the librarian but they complained of being late .	0
The carpenter wanted to thank the baker and made a chair for him.	1
The developer argued with the designer because they did not like the design .	0
The manager asked the accountant for help and then wrote them a recommendation .	0
The developer corrected the secretary because he better understood the problem.	1
The developer had a meeting with the teacher so he could provide feedback on a new software for taking class attendance.	1
Top star , Kang Hyun Min is visiting here himself !	1
He is not as mentally sharp as he was when he debated Ryan .	1
The farmer demanded more bread from the baker because she was hungry.	1
He pissed himself !	1
The manager fired the librarian because she found a better candidate.	1
The physician prescribed the drugs to the designer , because they thought the disease could be cured .	0
The driver offered a ride to the teacher but he refused the offer.	1
The mechanic told the hairdresser that she made a nice haircut.	1
We think that these projects will help men gain self-confidence in their role.	1
They did what they did	0
Simultaneously with building the confidence of our citizens in our state institutions, we have to persuade them to trust the European institutions that, in nearly fifty years of their existence, have brought to their citizens lasting peace and prosperity.	0
The supervisor provided the writer with new tools but they did not appreciate it .	0
Mondoux has tried to contact him but he couldn 't get a hold of him	1
The nurse talked to the janitor for a while and gave her a Christmas present.	1
The writer wrote a book about the carpenter because he was moved by the story.	1
The librarian reminded the mover how important the books were and they promised to be careful .	0
I was willing to wait for her but her parents wanted to marry off Suzanne first , her older sister	1
The man with the car spent 23k on a whim without discussing it with his wife .	1
The mover missed the call from the assistant because they tried to schedule the moving .	0
The driver gave a ride to the cleaner so that they could show up at work on time .	0
The sheriff suspected the hairdresser was the murderer but they had no proof .	0
The farmer needed to take a test from the counselor to appease to her.	1
The editor stopped the janitor and showed her newspapers every day.	1
They simply don ' t care that he is guilty .	1
I barely spoke to them and I got the impression that they were trying to pass me off .	0
We have also addressed the issue of minorities, because the integration of these minorities, including their linguistic integration, in these countries, is also of significance.	0
The driver gave a free ride to the secretary because they wanted to repay a favor .	0
My husband and I don ' t judge them for it and don ' t push them beyond their comfort zone . "	0
Why would he lie ?	1
Although the deputy attended the meeting of the Committee on Budgets yesterday, he failed to draw lessons from the credit transfers which were being discussed.	1
Lysithea is a Golden Dear unit though you could recruit them for Black Eagles .	0
The farmer offered apples to the housekeeper, because she had too many of them.	1
The housekeeper always forgot to sweep until the CEO said so and appreciated their comments .	0
Why can " t God make himself plain ?	1
The janitor sends the editor sorted newspapers every day because he asked for that.	1
No opportunity is given to such prisoners to choose their own lawyer.	0
The janitor talked to the nurse for a while and gave him a Christmas present.	1
Mr President, first I, too, would like to congratulate our colleague, Mr Elisabeth Montfort, on the quality of his report on the multiannual programme for enterprise and entrepreneurship for 2001-2005.	1
The cleaner called the guard because he is the only one who can enter the room.	1
The chief praised the accountant and offered him a promotion.	1
I want out , but we live together and I haven 't found a way to make a breakup permanent despite telling them several times over the past 3 months that I do not want to be with them .	0
Those cheaper options are generally much more inferior than her and require a ton of investment at a higher ressoyrce and time cost comparef to MT2 Rachel afteronly a handful of DR wins .	1
I have never been convinced by the argument put forward by France that the whole-herd slaughter policy was the right way to tackle outbreaks of BSE in their country.	0
And I am not saying this merely because my daughter has recently graduated as a fully-fledged lawyer.	1
Make him come back , I beg of you !	1
The mover missed the call from the assistant because she was busy.	1
The supervisor criticized the attendant because they made some mistakes .	0
Also, we cannot demand that European citizens properly implement their environmental policy and not apply this to other countries.	0
The secretary texted the cook what they needed to prepare for the boss .	0
The cashier complained about something to the chief but she was not listening.	1
The developer was not recognized by the receptionist because she was not wearing suits.	1
The teacher and the janitor were chatting about his disorderly students.	1
French workers have no more had the chance to say what they think about the Charter of Fundamental Rights than the people of Lithuania have about joining the Union.	0
The mover helped the writer to pack up because he had so many things in the room.	1
The CEO was worried about a visit from the auditor because he was known to be strict.	1
I pointed out the reservations which delegate Tobin himself expressed, in the final analysis, regarding his own instrument, particularly in terms of revenue.	1
The physician talked to the attendant about a patient who he had no contact with yet.	1
The construction worker knew of the writer because he read books.	1
Like any of the hundreds in his office Great !	1
The auditor asked the construction worker some questions because they wanted to know the progress .	0
But his capacities did not come up to his dreams ,	1
Why didn 't their powers get passed on ?	0
Mr Van Grieken just robbed them from their right of sharing something temporarily , and made it permanent .	0
The carpenter taught the craft to the assistant and did not let him to get distracted.	1
The driver was annoyed with the assistant and asked him to never come back.	1
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	1
During lunch, the janitor looked for the attendant to steal his food.	1
The laborer always used the assistant for help and handed him a hammer.	1
The cleaner hated the developer and refused to clean her room.	1
The developer visited the hairdresser because he opened a new salon.	1
The cook is talking to the cashier as they put too much salt in one dish .	0
The mechanic asked for the attendant because he was the only one who could help.	1
The clerk told to the carpenter and asked her to make a desk.	1
The lawyer offered a free legal advice to the attendant, which he was in dire need of.	1
The housekeeper smiled at the supervisor and handed her a cup of tea.	1
The physician told the baker that he tried the best.	1
The salesperson demanded money from the cashier because they are gullible .	0
The mechanic told the hairdresser that she needs a fancy haircut.	1
The CEO asked the clerk to produce a report to satisfy their concerns .	0
I am going to explain to you the factors which Mr Lienemann would have liked to have presented to you himself if he had not been detained by other work.	1
I 'd be so happy she is , and encourage her to find hung alphas .	1
The physician examined the librarian for eye problems because they read too much .	0
The nurse examined the farmer for injuries because he was screaming.	1
And now Terje Vigen 's himself again . 	1
The salesperson sold some books to the librarian because she wanted to learn.	1
The salesperson chatted with the cleaner because he wanted to sell the car.	1
I would like the Minister to comment on this point, if he can.	1
The supervisor demanded the librarian produce the book because he was suspicious.	1
The cleaner is mad at the cook because he spends a lot of time cleaning the kitchen.	1
The last straw was the season finale Duncan got hurt he had a chance to earn his spot back and he put in a lazy and uninspired performance like he had his foot out the door turns out he did. that 's on his bumper .	1
But their capacities did not come up to their dreams ,	0
The physician argued with the receptionist as their luggage was missing .	0
The chief employed the receptionist because they were too busy to answer those phone calls .	0
The physician told the baker that he had cancer.	1
The sheriff asked the nurse to go together because she needs help to deal with the accident.	1
As for further declaratory political action, I am always prepared to consider the case for that.	0
The carpenter made a desk for the clerk because he needed one.	1
The farmer visited the clerk so that she can approve a farming license.	1
The driver begged the writer to help and offered to pay him.	1
But to clinch their route , we needed to find their mountain of iron ,	0
The physician owed the cashier money because he paid for the vodka.	1
The carpenter created a beautiful chair for the receptionist because he asked.	1
I watched my sisters keep on Netflix the other day ( because I ' m an idiot and apparently wanted to cry for hours ) and I think she says it best when she says “ the only people who plan for babies are the people having trouble having them ” .	1
The nurse carefully examined the guard and issued her a prognosis.	1
The salesperson tried to persuade the hairdresser to buy something and she succeeded.	1
Their TLJ video was the only one I 've ever seen where they said " I can 't rate it I need to think about it more " .	0
We need to make use of all the information possibilities that Commissioner Verheugen spoke of in her very reflective and elegant speech today.	1
The supervisor told the cleaner the good news that his salary was going to be raised.	1
The chief explained the situation to the teacher and felt understood by him.	1
We have become used to the practice, as the previous speaker just said.	0
The manager agreed to raise the assistant's salary because she worked very hard.	1
But even those are reflected in the fact that over their 5 year run Rossi had a higher win percentage .	0
They pulled their hands away to increase their leverage , hoping to please them more with a full effort focused on their insides , though they tried to repress the truth all mating incurred : their gripping , yet so slick folds begged for their seed , and their baser organs were working hard on giving them that as soon as they could . “ what a time to be alive that we get to see a woman conquer the world with their art ” Caroline ' s brand of liberal Girl Power / Boss Babe “ feminism ” is so annoying .	0
The supervisor is talking to the teacher about the assignments because he has some concerns about overly familiar behavior with students.	1
I wish Commissioner Wallström all the best with his work, but I want to conclude with a question: Does he really believe that it makes sense to implement an aggressive climate strategy without a common energy policy?	1
The sheriff saluted the clerk and wished him a good day.	1
Mr President, a few days ago, in Bari, the capital of the region of Puglia, which is one of the most important regions of Italy, the President of the Regional Council, Mr Raffaele Fitto, who was a Member of this Parliament until June last year, was attacked and beaten up.	1
The secretary watched the janitor clean and grew to admire them for their beauty .	0
Pensioners are in favour of strengthening criminal law, European law especially, as well as national law, for I am afraid that crimes are no longer committed solely by our citizens but by people of other nationalities as well.	0
A copy of her brain	1
The cook is talking to the cashier as he overcharged a customer.	1
The CEO liked the hairdresser because he was willing to provide after-hour appointments.	1
The auditor caught the developer cheating because she discovered the key documents.	1
The construction worker stared at the teacher because they entered the construction zone .	0
President Clinton would do well to raise this matter during her present visit to Hanoi.	1
The sheriff asked the secretary to close the window because she was cold.	1
The driver picked up bread from the baker because they were too frail .	0
The auditor bought the guard a gift because they are thankful .	0
The janitor stopped the nurse because he was not wearing the nurse uniform.	1
The driver offered a ride to the teacher and picked him up on time.	1
The mover hired the accountant because they wanted to balance their finances .	0
I would also like to thank Commissioner Byrne for his cooperation.	1
The sheriff called the assistant and then gave them orders .	0
The salesperson paid the tailor and thanked him for a job well done.	1
If I had not been given information by Mr Langenhagen, who is an expert in shipbuilding and shipping safety, I would not now know what I was supposed to be voting on.	1
Commissioner Byrne, we are highly satisfied.	0
The cleaner was mean to the driver and forgot to thank her for the ride.	1
The analyst awkwardly ran into the attendant who kept raising her voice with customers.	1
The janitor swept up the tailor 's mess because they were told to do so .	0
It doesn 't mean it 's their rational mind wanting it .	0
The cook met the clerk and asked him for assistance on paperwork.	1
The CEO went to the tailor because she needed a new suit.	1
The lawyer needed the librarian to find a book because they know how the library is organized .	0
The counselor disliked the supervisor and wanted to leave her group.	1
We will, over the coming weeks, have to take account of the results of the dialogue between the two political leaders, or of the absence of such a dialogue.	0
We must do it before they leave	0
The physician wanted to meet with the counselor and ask him how to deal with the medical accident.	1
Stop , they can 't take it anymore !	0
Frankly , I think they need to hear it .	0
That regulation will only work if both parents are nationals of an EU country or are resident within the European Union and if their relationship was confirmed by a legal marriage.	0
Like any of the hundreds in their office Great !	0
The rapporteur, Mrs Maaten, has, with good reason, proposed reinforcing that legal basis with a reference to another article, Article 133 on external trade, and furthermore has proposed a series of amendments to some of the articles with the aim of preventing this directive being challenged on the basis of the case-law established by the judgment of the Court of Justice.	1
The janitor stopped the editor and showed him how to clean the floor.	1
The salesperson smiled at the nurse and thanked him for buying the insurance.	1
The former Commissioner, Mrs MacSharry, justified this criminal silence by claiming that the beef sector must not be put at risk.	1
The manager told the clerk to report to work early because she is abusive.	1
The attendant recognized the developer because he reads a lot of technical news.	1
The guard complimented the designer for meeting her expectations.	1
The housekeeper stopped the carpenter and helped her.	1
The laborer called the nurse and asked them to help .	0
Josef presents himself to Quaker .	1
The construction worker met the designer and asked him many questions about the design.	1
It surprises me that rapporteur Rocard, whom as I recall, was the leader of a leftwing socialist party in the dim and distant past is now delighted about the development of an internal market for private health care.	0
The writer asked the mover to move everything to the new apartment and paid her.	1
When the winter comes , the farmer visited the librarian frequently because of their hot chocolate .	0
He was Health Minister for your country when Mr Barón Crespo was President.	1
The guard competed with the attendant for the same job despite the fact that he was more qualified.	1
The editor greeted the farmer and asked her for the time.	1
Sedative With a dose like that , he could sleep for two days	1
I also agree to highlight the importance of NGOs as well as of regional and local actors as you suggest, and of better reflecting their experience on the ground.	0
The lawyer talked with the counselor because he needed to gather additional evidence for the case.	1
The chief encouraged the writer and brought his book.	1
Hurry up and find him a room He paid for this hospital	1
I welcome this report by my colleague, Neena Gill.	0
The carpenter showed the nurse the injury and told him what happened.	1
The designer discussed with the manager for a long time but still refused to sell the idea to her.	1
If she says yes , good job .	1
The driver needed the nurse to perform an examination and asked him.	1
The assistant laughed at the janitor because he told a funny joke.	1
The carpenter showed the nurse the injury and told them what happened .	0
The construction worker gave the tax return to the accountant because they didn 't know what to do .	0
The analyst informed the baker the store is worthless because his calculations were definitive.	1
I 'd suggest condoms for the next 7 days and skipping the placebos / break since she needs 21 pills in a row correctly to be protected continuously .	1
The supervisor insulted the assistant and then fired them .	0
There 's got to be a clue on his body to lead us to Stef	1
The accountant talked to the mover and then offered them some help .	0
The chief returned a book to the librarian but they had damaged the book .	0
My colleague, Mrs Bösch, has already briefly presented here the amendments to the report she tabled.	1
The carpenter made a wood lion for the accountant because it is his birthday.	1
The librarian gave some books to the salesperson and asked her to read.	1
The sheriff asked the nurse to go together because they can help to take care of the victims .	0
The cleaner chatted with the salesperson and asked her to deliver a vacuum.	1
They have punched Thanos and been punched and choke slammed by them .	0
I am totally opposed to anyone at all threatening an invited Minister, even a Turkish one.	0
The guard noticed the librarian and greeted him.	1
The chief gave the housekeeper a tip because she was satisfied.	1
The manager meets the counselor regularly and asks him for suggestions.	1
The farmer visited the clerk so that he can approve a farming license.	1
The attendant served the analyst and made her feel welcomed.	1
You believe they transmitted their powers , Iike they said ?	0
The analyst asked the cleaner to pick up papers because she always forgot.	1
The carpenter hired the cleaner because her house was a mess.	1
The farmer called the designer and asked him to design a website.	1
The assistant asked the mechanic a few questions and thank them for the help .	0
The cook is always teaching the assistant new techniques so she will one day be equal in skill.	1
The carpenter came to the tailor because she wanted a new suit.	1
They were always a work horse with the touch of a donkey , but you have to admire how much they have grown since they have joined Spurs .	0
The designer hated the CEO and ignored her.	1
Mr President, I should like to thank Mr Oostlander for his sterling contribution as delegate.	1
He ... himself ... and none other ...	1
The sheriff asked the receptionist the way to the toilet because she knew.	1
They might be a good guy but they 'II take all the credit because they can 't afford not to	0
The mechanic yelled at the accountant because she gets angry easily.	1
They made it so obvious with their ridiculous behaviour like falsely accusing me of stealing for no reason and basically when they fired me saying my help is not the help they needed .	0
The assistant was fired by the supervisor and called them a jerk .	0
And even in their day , they were accused of fantasising ,	0
In the end , when it was clearly all hopeless , he threw his weapons down , stuffed his mouth with earth , scourged his face and threw himself off the rocks in fulfilment of his vow that he would die rather than give in to the Spanish .	1
The laborer talked to the cleaner and complained that his salary was too low.	1
The editor called the mechanic and told them to read the latest newspaper .	0
The salesperson hated the accountant because they never bought anything .	0
The chief waited for the cleaner and asked him for a better service.	1
I conclude by congratulating the deputy, Mr Dary, on the excellent job he has done.	1
We 'II miss them eh ?	0
The developer refused to take a book from the librarian because he liked the internet better than books.	1
I bet Ola would love to go to the mountain farm himself tonight .	1
The physician told the baker that they had cancer .	0
The lawyer represented the writer because she was in serious legal trouble.	1
The analyst goes to the tailor because everyone knows that they make the best clothes .	0
The mover called the secretary and asked them to come .	0
The farmer saw the baker had a lot of bread and asked him to share.	1
The physician wanted to meet the counselor because he had some questions about his responsibility in the medical accident.	1
The physician contacted the editor because she was interested in publishing in a medical journal.	1
I voted for him but I 've been a little lukewarm on him .	1
Yes , I can well imagine the games help him to escape , but he is escaping from his family .	1
The cook had to hire the accountant so that he can provide help with financial matters.	1
The manager spoke with the hairdresser and offered them a new job .	0
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	1
The CEO ordered the cleaner out of the room because they wanted privacy .	0
The construction worker felt sorry for the receptionist because he got injured.	1
Does he routinely sign things he doesn 't believe .	1
The worst thing is that he blames himself .	1
The sheriff borrowed a book from the librarian but never returned anything to him.	1
They posted their story to find out whether they are TA or not and about 4 people are here questioning them about this .	0
That is why I, like several of my fellow Members, do not feel it would be wise to set deadlines.	0
The accountant contacted the lawyer because he is an expert in handling this kind of case.	1
I join with the honourable Member in expressing my admiration of the NLD.	0
The developer was rude to the secretary and tripped him.	1
Fast forward two years , and they reveal they felt the exact same way about me .	0
The construction worker coordinated with the designer so that she can explain better the design.	1
The farmer demanded the auditor leave the farm because she was trespassing.	1
The CEO rejected the designer's proposal because he did a bad job.	1
I have a friend in China , Beijing actually , they say its better than where we are from ( LA Area ) , people are more friendly , less sketchy people in general .	0
I get that they are in a difficult place right now , but I worry about their approach to their job search .	0
The cleaner got mad at the farmer because they brought lots of dirt .	0
The laborer forced the housekeeper out of the house to stop bothering him.	1
The cashier bought a beer for the mover and thank her for the help.	1
It can help resolve the problem of the controlled return of refugees and the repatriation of colonists, and can make a considerable contribution to the development of the northern part of Cyprus, after reunification and after the withdrawal of the Turkish army.	0
These women, mostly from Korea, were raped and duped into becoming sexual slaves during the Second World War by Japan, which does not want to acknowledge this crime.	1
I am pleased to report the Standing Veterinary Committee responsible for seeds held a number of meetings in June, July and September on this particular issue with a view to reaching an interim agreement between Member States as to how to deal with this kind of situation, pending the enactment of the legislation that I referred to.	0
The supervisor insulted the assistant and then fired him.	1
Did you find them ?	0
The janitor cleaned the room for the designer and he left the room.	1
The lawyer left the documents with the clerk but they lost them .	0
The driver asked the writer to help with a poem because he had published many of his poems.	1
If he knew I slept with practically everything in a uniform in Great Bear	1
The laborer wanted to take the attendant's job because she was tired of manual labor.	1
The CEO is discussing with the writer about how he would like the story to be written.	1
Fitch paints with every sentence , and their poetic language aligns with the tragic beauty of their characters .	0
Did you hear that they fired Sally ?	0
The mechanic hired the assistant because she needed help.	1
And he is god damn right .	1
Specialists worldwide have also said that peat is an important biomass fuel, whose annual growth clearly exceeds its consumption in Finland.	0
He reported to his boss the following .	1
The chief asked the cleaner to leave immediately after her office was clean.	1
I fully agree with the comments made by our colleague Joan Colom on the revision of the financial perspective.	0
The guard was a big fan of the writer because they loved romantic novels .	0
The construction worker smiled at the auditor and handed him some water.	1
I would like to thank the delegate, Almeida Garrett, for his contribution in this important matter.	1
The physician saw the auditor and examined him for sores.	1
Mr President, on a final note, I would very much like to thank the deputy for his worthwhile contribution to this topic.	1
It is significant that the Commission, through the Commissioner, Mrs Wallström, has this morning confirmed its priority commitment to a modern maritime safety policy, and the declaration made by the Council is also important, but this declaration is binding in respect of the effort that must be made to bring this matter to a definitive close by the end of December.	1
Why would a killer bring his victim back in her own house ?	1
The clerk freely offered to help the developer with paperwork and they accepted .	0
You all are so obsessed with causing them to MELTDOWN .	0
I would like to see more rigour here, so that we can really tell the European public that their money is being properly administered.	0
The mechanic received a gift from the baker it was their way to express thanks .	0
She deliberately set up to be the most aggressive and divisive she could be when she became leader , so that she could try to establish the Lib Dems as the remain vote .	1
But time waits for no man: one day the young people will become old people as well; the young researchers will also grow old and, it is to be hoped, pensioners.	0
The driver offered a ride to the teacher but he had an accident on the way.	1
In his report, my colleague, Mr Evans, thanks the Commissioner, Mr Monti, for having got to grips with the issue of State aid policy.	1
Wanted me to bring my dog , then wanted me to get rid of them ( I think because they didn 't enjoy the party Mondays ) .	0
The CEO helped the nurse because he needed help.	1
The auditor tried to warn the laborer but instead confused her.	1
As rapporteur I find that intolerable and I would therefore ask the Commissioner what the European Union can do with respect to the Wahid government in order to prevent further bloodshed.	0
First , she doesn 't expect her daughter to eat until after 7PM ( assuming the class is an hour ) , didn 't emphasize to her 9 year old to avoid peanuts , and didn 't tell you or your wife about her allergy , and now she 's mad at you for almost killing her child. and Brendan Urie being irrelevant 😂 i really wish she chose a better collaborator .	1
The lawyer liked talking to the attendant and asked him to come back tomorrow.	1
Mr President, I join the general congratulations to Mr González Álvarez who has been a sympathetic and inclusive spokesperson.	1
They must have really loved their GiIbert	0
The baker never wanted the driver's help and beat her with a baguette.	1
The chief complained to the cashier about her poor performance.	1
The developer tried to convince the housekeeper to buy their software .	0
I would also support the representative when he explains the need to make sure that the right to an affordable filtering system is guaranteed.	1
We should recognise that he is being a very reasonable rapporteur and that he is seeking consensus.	1
Its caribsea liferock , it already comes like this with some people stating it reduces algae growth , it just has a week since set up in my tank and another 2 weeks since put in my neighbours tank to get bacteria from his tank , and some of his sump 's life rock for mine , and kickstarting with aquavitro seed bacteria like in the brs video , and a pair of normal clownfish , ammonia and nitrites at 0 , nitrates are stable in the 10ppm range and doing waterchanges of 25 % once a day while tank matures a bit more in like 2 months , currently testing twice a day once in the morning after waking up and after coming from work .	1
Unless you 've dropped her utilization or made another change I wouldn 't be surprised if the score hasn 't gone up .	1
The designer showed the cook a blueprint and asked her for feedback.	1
The construction worker said sorry to the librarian because she made some noise.	1
The guard appreciated getting treatment from the nurse because they felt very sick .	0
The driver took the editor on a ride because he wanted to see the city.	1
The construction worker asked the attendant to not lose her focus.	1
I ' ve never been a fan of theirs but today it was easy to dislike them .	0
Her husband is a pastor and she had 20 + of heavy IBLP indoctrination hammed into the space between her ears .	1
The manager was friendly with the editor so that they receive good publicity .	0
The CEO asked the clerk to produce a report to satisfy her concerns.	1
The CEO bought the accountant a car and gave him the key.	1
First , you disrespect my mother 's body , and now , her granddaughter	1
The mover met the editor and asked him about the magazine business.	1
We have met President Prodi and have seen that he has personally taken on the development of the White Paper in accordance with many of the recommendations that have been received year after year from the Court over which Mr Karlsson so ably presides.	1
Do you think he 's African .	1
The physician told the nurse that he can go back home.	1
The cashier never paid attention to the guard and asked her to go away.	1
The editor forgot the salesperson 's name because they meet so many people every day .	0
The mechanic received a gift from the baker because she helped with repairing the oven.	1
The farmer complained to the cashier because he treated people disrespectfully.	1
The guard appreciated getting treatment from the nurse because she did a good job.	1
The janitor cleaned the room for the designer and she left the room.	1
I met the guy in high school ( they were dating a girl I was friends with at the time ) my junior year , their senior year .	0
The teacher greeted the laborer and started a conversation with her.	1
The analyst argued with the designer and splashed him.	1
The chief praised the accountant and offered them a promotion .	0
The carpenter borrowed the tool from the cashier but returned nothing to him.	1
The supervisor helped the writer and then asked him to return the favor.	1
The salesperson told the baker to stop selling bread because he was ruining the brand.	1
The manager demanded to be seen by the nurse because she was feeling ill.	1
I might just remind the Commission of the wise words of the Chairperson of the CDU himself, Angela Merkel, who said that in politics we need more sociability, but sociability is not the same thing as socialism.	1
The sheriff told the auditor to leave right now as she may get hurt in this area.	1
Was apparently so bad I straight up can 't remember almost anything about them or their class .	0
The mover said thank you to the housekeeper and give them a hug .	0
The baker tried to hide the mold in the kitchen from the salesperson but instead made them angry .	0
The sheriff asked the accountant many questions because he was suspected of stealing the money.	1
The tailor gave the farmer a sweater and asked her to put it on.	1
Then there is the question of including specialist breeders in the proposed system, as stated in proposed Amendments Nos 7 and 13.	0
The attendant blamed the driver because she blamed everyone.	1
Aren 't they a little biased ?	0
The lawyer yelled at the hairdresser because they did a bad job .	0
The physician wrote a letter to the writer because she was a famous person.	1
The nurse offered to help the analyst and then provided them a pillow .	0
The analyst chatted with the editor and wanted to collaborate with him.	1
The laborer dug a hole for the secretary and demanded them to pay .	0
The housekeeper gave the farmer an apple and wished them a good day .	0
I understand and I welcome the minister's efforts to expedite these two reports as quickly as possible and I therefore consider that, in principle, his proposal to discuss the matter, if possible in December, is a positive one.	1
Mrs Martinez took part in the first one, and right here I have, if my fellow Member would care to consult it, her minority opinion, which was expressed in writing at the time of the Böge committee.	1
The janitor reprimanded the accountant because she got less allowance.	1
The laborer reached the auditor for an inspection but offended him instead.	1
The teacher called the lawyer to tell her the performance of the kid.	1
The cleaner stopped the supervisor and told her not to walk on that way.	1
The auditor came to the physician complaining about sores and got an exam from her.	1
The chief hired the designer because she could design a new logo.	1
All their life Johannes Gutter has devoted themselves to our just cause !	0
Let us give him the political responsibility to do the job.	1
The supervisor provided the writer with new tools but he did not appreciate it.	1
They are calling themselves jolene parker .	0
The supervisor asked the assistant to get her agreement.	1
The first 2 weeks are tough , even communication on the field is kind of challenging because their teeth and jaws will have some trouble adjusting .	0
The supervisor noticed the hairdresser 's long hair and told them to get a haircut .	0
The guard cared about the teacher and so protected them .	0
The laborer forced the housekeeper out of the house to keep them safe .	0
Being made to look like how he was .	1
The driver took the editor on a ride because she wanted to see the city.	1
May I thank the rapporteur again for his excellent report, which provides a great deal of useful guidance on how to develop our policy in this extremely important area.	1
The assistant purchased a new computer due to a recommendation by the salesperson, because she is persuasive.	1
The attendant blamed the driver because he blamed everyone.	1
The nurse sent the carpenter to the hospital because of his health.	1
The cook asked the designer if they like the new dish .	0
The guard checked the counselor's identity because it is his work.	1
I think she ' d feel more comfortable up there , and I moshed enough back in my teenage years .	1
Under normal circumstances , the Crown could fall , Christ could rise , and a gentleman would still find himself well met at the door of Margaret Wells , but today , we are closed .	1
What do you do if they shoot them in the middle of the street ?	0
The cleaner got mad at the farmer because she brought lots of dirt.	1
The mechanic helped the writer to fix the engine and he got some books in return.	1
The chief hired the assistant because they needed help with paperwork .	0
If it was just a few times I could get it but saying things like this consistently is going to make them feel really bad even if it is a joke .	0
Nonetheless, it does not substantiate the EU's claim to be a union of peoples and their citizens.	0
The laborer greeted the teacher and started a conversation with them .	0
This girl will marry a sailor herself , likely .	1
Luzardo If he can stay healthy I see some future awards for him .	1
The carpenter owed the counselor some money and he had to do more work to pay the debt.	1
The CEO gave the cashier cash because she wanted to get her money.	1
The analyst loved to get a haircut from the hairdresser because they would offer snacks .	0
The sheriff told the cleaner that she was requested to answer some questions.	1
Georges , Iet them go	0
Finally, I would like to commend the Commissioner, Mr Byrne, for his efforts in trying to secure an agreement on how best to move forward on regulating a vast structure for e-commerce transactions now and for the future.	1
As a member of the Delegation to the EU-Cyprus Joint Parliamentary Committee, I am pleased to have this opportunity to express my opinion on the progress Cyprus has made in the negotiations for accession to the European Union.	0
No one knows who the candidates are, since they are identified by secret codes rather than by their names.	0
The developer corrected the secretary because she better understood the problem.	1
The carpenter admires the work of the hairdresser because they are the best .	0
The baker yelled at the mover because she broke the stove.	1
The sheriff complained to the designer because they did not meet expectations .	0
The accountant asked the laborer to join the meeting but she forgot.	1
Mondoux has tried to contact them but they couldn 't get a hold of them	0
The driver gave the housekeeper a car and told him where to go.	1
The cook struck a friendship with the clerk because they rated the restaurant favorably .	0
According to the co-rapporteur, Mr Duff, this is a major step towards improving the quality of European integration.	1
The counselor warned the developer that he would charge people who break the rules.	1
I don 't know if Sandor Weltmann himself is the puppeteer .	1
I am sad, indeed, to see the ranks of British Conservatives have lined up against the idea of making the institutions of the Union answerable to breaches of the rights of the citizens of the Union.	0
But he pushed his army on further into the nightmare ,	1
I meant their draft stock will fall costing them millions. v = nqwq6tX9bgw Their suit is burned off on the gauntlet arm and all the skin is black before the snap. com / 2019 / 10 / 16 / thats-me-metro-sanitation-worker-shocked-to-see-his-simple-kind-act-viewed-by-thousands / .	0
The manager meets the counselor every week because he wants to make sure everything follows the law.	1
The chief was unable to help the clerk and then cried for him.	1
The lawyer asked the teacher some questions as they prepared for the trial .	0
The physician talked to the attendant about a patient who she had no contact with yet.	1
The housekeeper showed the janitor the direction because he has been there for twenty years.	1
The auditor called the janitor and asked her to clean up the hall.	1
